"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,1263.092,4448.172,4747.721,2012.237,0,2930.03383,1608.47423,792.87695,3141.19083,6716.87383,7443.28671,8138.26367,1678.38069,3743.134239164,2152.65617
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.959,0,0,0,0,0,0,34.68537,0,0,0,5.53871
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052.769,8004.411,17211.617,9063.373,2286.478,8475.40364,6190.45958,2686.82094,7300.62042,12302.46035,8352.83021,7796.74216,3499.575,3493.395824648,4478.00906
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.049,0,0,0,0,0,13.42955,0,71.0167,12.36389,31.57916,0,10.26432
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0.012033232,0,0,0,0.82089
"18",0,0,0,0,0,0,0,0,0,0,0,0,84.551,126.76,592.836,159.292,20.286,13.564,74.62,138.1153,14.20184,32.26431,67.95772,95.63571,135.155096118,654.78702,257.21315,150.20081,88.960674409
"19",0,0,0,0,0,0,0,0,0,0,0,0,445.731,616.077,724.397,183.805,141.031,956.366,130.711,671.89435,1859.52816,245.20978,1278.25927,539.49895,374.75093,1117.67653,401.19146,140.65472,89.78437
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82483,5.17044,0,0,4.30457
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.385,428.152,11338.18296,1883.49689,1916.32825,8602.4906,1546.25309,4930.05015,6723.94816,5476.8341,604.85887,9218.0358
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.679,2.242,5.354,2434.14696,1248.45815,27.75417,339.58201,0.17986,7.70823,18.09248,144.89067,7.75706,15.90769
"23",0,0,0,0,0,0,0,0,0,0,0,0,1.752,0,3297.745,178.864,431.76,65.663,0,1.41583,32.1565,25.70541,58.74132,2.12679,14.22427,4655.71991,1856.9657,438.16427,2096.62508
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505.979,1854.619,146.449,6.242,343.59,4.78372,124.77812,81.81271,34.44764,0,681.31561,759.43468,3747.58972,2891.07475,2163.53305
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.328,0,0,3.588,0,0,0,0,0,0,155.37027,63.9704,61.78519,69.16106,150.89555
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,3.384,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,396.203,453.244,287.493,989.846,1238.305,2309.148,86.001,340.491632064,14.048748609,863.062180075,36.721636734,180.662504368,16.913027264,17.778320879,21.778478556,16.811421243,21.171446413
"30",0,0,0,0,0,0,0,0,0,0,0,0,168.99,170.546,273.29,441.815,103.43,8107.062,3043.739,8523.968546216,2895.545253075,9046.843,910.99549,202.661134599,178.37051,40.56349,26.99423,0.528267867,8.134836706
"31",0,0,0,0,0,0,0,0,0,0,0,0,86.17,158.296,201.034,118.769,1.244,5737.864,6581.604,3430.53581,2885.60969,12943.25881,1179.82828,254.21814,151.24768,37.76591,1.68304,4.84975,2.84412
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.322,0,0,0,0,20.17235,20.6429,25.34431,39.69338,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,2585.067,1854.117,798.525,2618.109,41.396,10410.064,7783.985,7998.24883,5046.66213,9196.96831,15337.75976,6455.05043,5328.908,5400.29415,12346.15846,4149.11843,2995.09256
"34",0,0,0,0,0,0,0,0,0,0,0,0,5577.888,72.442,0,22.471,674.729,2524.725,1546.697,890.3843,1777.78002,4600.94822,1608.2348,6361.76105,2731.89532,3885.99444,1254.30041,535.60656,1723.23654
"35",0,0,0,0,0,0,0,0,0,0,0,0,774.432,2.534,981.109,860.358,815.022,67.833,0,5.09213,891.34832,1842.46854,128.30816,926.82608,1154.13941,4373.98393,333.83221,2407.77084,7853.71502
"36",0,0,0,0,0,0,0,0,0,0,0,0,260.127,129.228,4152.702,783.97,260.574,138.14,620.97,3012.48023,11449.96457,3111.69771,647.0348,464.00303,1458.78656,1718.12592,7515.55333,2856.02083,5918.91766
"37",0,0,0,0,0,0,0,0,0,0,0,0,1949.864,2980.961,669.77,1902.78,2758.103,2089.562,934.704,1036.25596,2717.09166,7719.22312,848.3531,1319.67671,1817.42618,1813.56055,1105.35054,1402.27993,2957.41404
"38",0,0,0,0,0,0,0,0,0,0,0,0,35.528,7.367,0,29.591,12.836,12.122,0,0,24.19387,19.60412,42.1204,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148413,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,0.749,0.943,0.38,0.348,0.119,0,0,0,0.00390136,0,0,0,0.234061785,0.084671444,0,0,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,2.025,27.68,29.62,22.513,6.748,4.149,2.923,3.33650147,0.850242949,0.513072588,0.075430357,0.758426019,1.207289614,3.251594482,4.66546374,4.976592104,3.35625916
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.142,0,0,0,0,0.003154179,0,0,0,0.009049364,0,0,0.00515651,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,0,0,0,99.655,295.285,211.342,244.825,149.309,201.093,19.317,29.672263559,14.330966726,60.951200411,7.614772311,5.974521486,6.238267255,7.349573691,45.100607953,76.19593376,38.660785394
"46",0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.935,1.017,0.163,0.787,0,0,0,0,0,0.000515651,0.000141436,0,0.113583318,0.024502992,0.312557181,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,14.518,116.06,11.586,119.992,4.814,28.921,710.924,45.118750297,35.227633518,674.35293,151.73136,4.67197,2.667743043,0.535744815,0,0.314390766,0.534430916
"48",0,0,0,0,0,0,0,0,0,0,0,0,16.257,10.544,39.266,2341.927,915.376,6068.086,14341.504,3311.12223,1676.72634,1171.64805,6513.54911,1854.154072646,1717.03118,258.80467,5106.23411,2979.79451,191.60036
"49",0,0,0,0,0,0,0,0,0,0,0,0,485.088,1.136,101.619,7511.506,6458.113,16540.773,4285.646,6961.3273,12442.64149,4836.50186,6263.70785,3189.6254,5357.01738,7429.79109,7569.29702,2234.62607,2676.98884
"50",0,0,0,0,0,0,0,0,0,0,0,0,2471.333,6113.462,1652.856,755.227,1130.291,12384.615,4150.856,646.59569,4480.13515,1476.27091,3725.25168,5304.82973,2996.56179,2147.5043,16846.07345,5161.77141,583.42337
"51",0,0,0,0,0,0,0,0,0,0,0,0,55.361,421.598,29.078,71.352,385.388,3379.125,11633.245,1865.67587,1507.95447,3081.16662,3466.69677,1384.69147,568.22715,3304.65031,5847.06815,756.29148,165.36169
"52",0,0,0,0,0,0,0,0,0,0,0,0,747.779,20.533,906.74,859.922,798.596,359.817,1180.568,156.89446,125.14912,457.30027,63.56974,203.98702,102.19235,1236.83594,66.74633,1501.10591,5688.96043
"53",0,0,0,0,0,0,0,0,0,0,0,0,998.127,155.82,761.25,234.621,30.594,150.779,11.368,567.02515,5888.54638,349.02812,1228.16082,7889.76528,86.9872,362.34964,2224.62434,2386.58813,213.26241
"54",0,0,0,0,0,0,0,0,0,0,0,0,2475.709,6704.053,486.408,508.444,2145.462,378.98,362.889,219.24587,4994.83155,4875.77384,1185.37232,4051.2566,1112.9084,1609.97945,200.05805,1878.96094,1943.73274
"55",0,0,0,0,0,0,0,0,0,0,0,0,1889.697,4606.457,130.841,1113.464,469.075,473.096,906.284,0,681.4248,563.1482,301.32385,460.12243,725.60771,363.87283,211.17511,1003.68855,514.20062
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,0,0,0,0,1.996,12.409,14.216,1.267,25.33,1.026,0.331,0.823102836,0.36379,0.815561516,0.572239244,0.4633358,0.08713742,0.410554801,0.518665541,1.8256,0.13669
"60",0,0,0,0,0,0,0,0,0,0,0,0,1.24,5.868,0.396,0.754,0.088,0.032,0.008,0.00482,0.021671256,0.143317586,0.007795705,0,0.269975397,0.004563645,0.01515,0.005033306,0.001220212
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,0,0,0,0,0,0,0,0,0,0,11.476,95.168,22.82,20.023,4.361,2.274,2.093,0.239505572,0.307266097,1.936674127,0.650797609,0.358285261,1.585263802,0.48257,4.022079349,0.732546698,0.379303439
"63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0,0,0,0,3.468,36.518,2.182,5.978,0.088,0.036,2.061,0.43093,0.3716967,0.013176737,0.002223348,0.035662522,0.043023291,0.01616,0.027751685,0.041734656,0.00594249
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.913,0.054,0,0.211,1.21,1253.792,0.12686,2.38969,545.00823,2.65954,1.4583099,0,0.50197,0.000732075,0.03479,0.069128061
"67",0,0,0,0,0,0,0,0,0,0,0,0,1.925,9.215,4.404,1167.306,1509.267,5137.666,10796.849,3118.78164,5314.98621,2860.14441,3685.84929,580.21564,591.4457,44.64445,1180.17679,3859.06237,104.25557
"68",0,0,0,0,0,0,0,0,0,0,0,0,230.935,138.152,394.577,7660.865,6654.896,7055.642,1670.721,14669.59302,18476.37821,3378.18766,6762.39051,13078.19784,3243.88481957,11141.88691,2828.63729,5252.62315,1666.29232
"69",0,0,0,0,0,0,0,0,0,0,0,0,4158.513,5314.948,6436.451,3385.322,1306.849,3757.882,266.792,1056.65895,12467.31473,3738.89646,578.5767,7011.52316,5052.86049,9236.40897,5365.85885,4560.76528,1019.12155
"70",0,0,0,0,0,0,0,0,0,0,0,0,3367.169,3587.069,3920.351,2613.809,313.188,1485.735,2096.083,1695.04979,1619.74331,6287.85296,696.4629,2748.55264,1184.32881,2436.91665,12202.21094,2370.67333,118.75275
"71",0,0,0,0,0,0,0,0,0,0,0,0,68.769,87.083,71.725,675.772,436.347,308.156,3281.1,167.68857,53.09095,679.77495,19.68068,7.16906,20.44556,1175.02387,29.08901,210.45821,1805.7401
"72",0,0,0,0,0,0,0,0,0,0,0,0,116.462,0,6.105,1713.077,1880.273,148.895,1085.026,180.61956,1504.34587,6.86592,2.46515,0,32.71993,536.83501,5.22794,3906.40396,1104.73718
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,31.328,0,5.131,2.447,22.116,0,1.72639,274.88429,17.61717,3.97879,0,29.62985,165.42179,2.4874,6639.3493,802.37851
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21424,0,0,0,0,0,0.60641,0
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",0,0,0,0,0,0,0,0,0,0,0,0,0.021,1.058,43.757,0.034,0.327,0.234,0.159,0.130928726,0.1593816,0.770431299,0.935435075,0.32481,0.02128,0.21436,0.237317852,0.15309,5.64853
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.02,0,0.005,0.092,0.011,0.037,0,0.02423,0.44131,0.0023034,0,0.14008,0,1.476459569,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01504,0,0,0,0,0,0.005761426
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0.226,0,0,0.00596,0.03286,0,0.72219,0,0,0,0,0
"84",0,0,0,0,0,0,0,0,0,0,0,0,0.044,5.314,0.753,23.349,1731.744,12423.019,3391.617,1635.37576,1336.65547,50.61037,4698.73833,141.2211,0.01373,8.62765,404.29659,1942.38211,10.38534
"85",0,0,0,0,0,0,0,0,0,0,0,0,40.148,153.115,212.771,2789.05,9573.402,2970.097,4866.407,1850.07636,7517.79929,4364.02619,7637.21998,14207.73556,4552.4234,1274.48604,3345.16796,5249.52859,5407.57379
"86",0,0,0,0,0,0,0,0,0,0,0,0,2603.316,3548.668,2591.189,5676.734,3196.553,4101.265,73.248,97.85927,3158.43185,2072.96466,1293.69393,2654.35622,6585.40063,7731.69754,3989.93105,6257.8175,8214.14552
"87",0,0,0,0,0,0,0,0,0,0,0,0,6876.585,2745.743,2023.442,1917.253,892.518,3283.987,30.742,372.1822,2042.95277,9794.46004,10537.76797,22438.72195,8803.72885,11355.6939,3723.771,6890.601,1345.42178
"88",0,0,0,0,0,0,0,0,0,0,0,0,1519.831,1239.561,56.449,92.125,1344.722,800.562,157.376,40.86842,41.29799,11224.12698,1113.70084,2534.72427,4007.58111,1552.2386,550.96774,1041.42991,55.82117
"89",0,0,0,0,0,0,0,0,0,0,0,0,20.943,6.197,0,204.737,821.905,8.511,237.967,20.6111,11.66429,0,0,3.05056,23.65378,21.63882,0.64407,223.27866,94.47791
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.336,1.8808,3.79189,0,0,0,0,2.33513,0,242.70411,176.5146
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0,0,0,0,0,0,0,0,0,0,0,0,0.007,2.791,5.118,0,0,0,0,0,0.05875,0.00113,0,0,0,0,0.02059,0,0
"100",0,0,0,0,0,0,0,0,0,0,0,0,0.014,7.868,3.381,0.009,0,0.003,0,0.00786,0,0,0,0,0,0,0.04225,0,0
"101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.091,0,2.26,6.717,109.305,1.471,0.6078,0,0,16.41188,0,0,0,0,241.59531,0.07304
"103",0,0,0,0,0,0,0,0,0,0,0,0,69.468,56.027,71.338,72.699,8187.478,1835.017,1144.833,6217.1514,714.67259,681.55042,6449.94485,1456.08795,1734.84001,108.50444,1047.81086,2395.35814,405.93725
"104",0,0,0,0,0,0,0,0,0,0,0,0,1196.44,144.942,78.909,1825.08,2180.021,2681.297,55.12,12.04941,161.54163,36.4111,90.18343,406.38491,175.97176,755.39005,4199.37126,5338.96135,6742.36694
"105",0,0,0,0,0,0,0,0,0,0,0,0,6625.51,710.216,1620.077,4398.744,15.15,1872.516,0,92.68982,0,3226.76467,9097.20858,5723.18067,7120.77557,5882.36878,2212.67861,5125.12005,4571.1054
"106",0,0,0,0,0,0,0,0,0,0,0,0,1568.671,1191.417,60.242,18.481,440.711,206.812,74.03,113.56575,0,11187.71796,5784.29834,4848.67047,14414.81036,3451.45888,2479.18214,1926.55347,495.59649
"107",0,0,0,0,0,0,0,0,0,0,0,0,46.593,0.111,0,6.687,4.375,0.746,0,5.51993,0,8.64581,0,7.07519,85.79879,231.74221,0,3.12285,30.39065
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.383,0,0.759,10.493,0.39555,0,0,0,0,0,0,0,5.62269,0.51694
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01726099,0,0
"113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0.02628,0.01225,0,0,0.10067
"117",0,0,0,0,0,0,0,0,0,0,0,0,0.164,4.32,0,0.551,0,0.013,0.062,0.04063,0.26358,0.01352,3.67264,0.01517,0.09905,0.03164,0.00825,0.18225,0.21889
"118",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1.129,0,0.069,0.061,0,0,0,0,0.00386,0,0,0,0,0.07718
"119",0,0,0,0,0,0,0,0,0,0,0,0,6.089,15.7,36.411,17.385,61.207,0.511,5.54,390.938283136,1.30648,0.13011,2.38432,0.35902,2.231275809,1.539696179,15.36154,0.3371,30.30499
"120",0,0,0,0,0,0,0,0,0,0,0,0,3.56,0.536,0.34,3.993,2875.332,2640.397,0.23,21.38357,0.00997,0.04474,2.55983,56.82486,30.25169,308.26232,1379.4748,1109.49466,1613.24104
"121",0,0,0,0,0,0,0,0,0,0,0,0,1573.981,2.391,132.234,11.172,725.898,2888.919,3.86,0.65955,1.58334,4.93596,22.1318,64.49959,339.96887,437.52138,232.84329,1984.66497,5713.72654
"122",0,0,0,0,0,0,0,0,0,0,0,0,1405.25,241.852,1121.981,6.417,13.649,24.383,0,7.34138,0,617.91083,42.81456,6.17981,6386.37597,2991.71222,2211.16279,301.32376,1711.26668
"123",0,0,0,0,0,0,0,0,0,0,0,0,106.888,13.45,36.785,0,31.792,3.099,0,9.98701,0,0,0.81556,23.03005,128.33438,290.25822,133.15138,0,9.69107
"124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.832,0,101.82246,0,0,0,0,0,0,0,0.81801,4.40839
"125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89779,0,0,0,0,0,0,0,0,1.68921
"126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0,0.05034,0.04155,0,0
"134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003746837,0,0,0,0,0,0,0,0
"135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01399,0.29196,0,0
"136",0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.008,0.014,0,1.386,0.762,0.699,0.36198,0.5396287,0.048293322,0.56042,0.139975472,0.04146,0,0.49451,0,0
