"","Year","HM_Fmsyr","AM_Fmsyr","GM_Biom","Catch_Assump","ABC_HM","OFL_AM","Bmsy","SSB","Adjust","CV_Biom","CV_SSB","ABC_T3","OFL_T3","peel","retros"
"49",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-4,"retro"
"50",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-4,"retro"
"51",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-5,"retro"
"52",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-5,"retro"
"53",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-5,"retro"
"54",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-5,"retro"
"55",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-5,"retro"
"56",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-5,"retro"
"57",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-5,"retro"
"58",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-5,"retro"
"59",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-5,"retro"
"60",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-5,"retro"
"61",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-6,"retro"
"62",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-6,"retro"
"63",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-6,"retro"
"64",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-6,"retro"
"65",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-6,"retro"
"66",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-6,"retro"
"67",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-6,"retro"
"68",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-6,"retro"
"69",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-6,"retro"
"70",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-6,"retro"
"71",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-7,"retro"
"72",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-7,"retro"
"73",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-7,"retro"
"74",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-7,"retro"
"75",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-7,"retro"
"76",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-7,"retro"
"77",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-7,"retro"
"78",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-7,"retro"
"79",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-7,"retro"
"80",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-7,"retro"
"81",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-8,"retro"
"82",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-8,"retro"
"83",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-8,"retro"
"84",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-8,"retro"
"85",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-8,"retro"
"86",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-8,"retro"
"87",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-8,"retro"
"88",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-8,"retro"
"89",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-8,"retro"
"90",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-8,"retro"
"91",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-9,"retro"
"92",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-9,"retro"
"93",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-9,"retro"
"94",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-9,"retro"
"95",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-9,"retro"
"96",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-9,"retro"
"97",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-9,"retro"
"98",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-9,"retro"
"99",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-9,"retro"
"100",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-9,"retro"
"101",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-10,"retro"
"102",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-10,"retro"
"103",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-10,"retro"
"104",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-10,"retro"
"105",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-10,"retro"
"106",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-10,"retro"
"107",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-10,"retro"
"108",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-10,"retro"
"109",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-10,"retro"
"110",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-10,"retro"
"111",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-1,"retro"
"112",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-1,"retro"
"113",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-1,"retro"
"114",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-1,"retro"
"115",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-1,"retro"
"116",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-1,"retro"
"117",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-1,"retro"
"118",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-1,"retro"
"119",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-1,"retro"
"120",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-1,"retro"
"121",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-2,"retro"
"122",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-2,"retro"
"123",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-2,"retro"
"124",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-2,"retro"
"125",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-2,"retro"
"126",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-2,"retro"
"127",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-2,"retro"
"128",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-2,"retro"
"129",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-2,"retro"
"130",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-2,"retro"
"131",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-3,"retro"
"132",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-3,"retro"
"133",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-3,"retro"
"134",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-3,"retro"
"135",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-3,"retro"
"136",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-3,"retro"
"137",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-3,"retro"
"138",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-3,"retro"
"139",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-3,"retro"
"140",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-3,"retro"
"141",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-4,"retro"
"142",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-4,"retro"
"143",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-4,"retro"
"144",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-4,"retro"
"145",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-4,"retro"
"146",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-4,"retro"
"147",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-4,"retro"
"148",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-4,"retro"
"149",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-4,"retro"
"150",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-4,"retro"
"151",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-5,"retro"
"152",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-5,"retro"
"153",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-5,"retro"
"154",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-5,"retro"
"155",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-5,"retro"
"156",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-5,"retro"
"157",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-5,"retro"
"158",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-5,"retro"
"159",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-5,"retro"
"160",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-5,"retro"
"161",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-6,"retro"
"162",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-6,"retro"
"163",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-6,"retro"
"164",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-6,"retro"
"165",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-6,"retro"
"166",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-6,"retro"
"167",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-6,"retro"
"168",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-6,"retro"
"169",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-6,"retro"
"170",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-6,"retro"
"171",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-7,"retro"
"172",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-7,"retro"
"173",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-7,"retro"
"174",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-7,"retro"
"175",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-7,"retro"
"176",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-7,"retro"
"177",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-7,"retro"
"178",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-7,"retro"
"179",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-7,"retro"
"180",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-7,"retro"
"181",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-8,"retro"
"182",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-8,"retro"
"183",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-8,"retro"
"184",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-8,"retro"
"185",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-8,"retro"
"186",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-8,"retro"
"187",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-8,"retro"
"188",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-8,"retro"
"189",2028,0.10344,0.113592,3082.31,137.23,318.835,350.126,453.943,764.594,1,0.185104,0.197368,198.355,219.225,-8,"retro"
"190",2029,0.10344,0.113592,3326.39,137.23,344.083,377.851,453.943,815.593,1,0.193953,0.21314,219.435,243.173,-8,"retro"
"191",2020,0.10344,0.113592,2321.39,137.23,240.125,263.691,453.943,778.786,1,0.0665414,0.0618778,183.671,217.525,-9,"retro"
"192",2021,0.10344,0.113592,2348.73,137.23,242.954,266.797,453.943,745.211,1,0.0834075,0.066636,173.714,202.026,-9,"retro"
"193",2022,0.10344,0.113592,2322.38,137.23,240.227,263.803,453.943,712.497,1,0.10007,0.0726327,172.415,197.652,-9,"retro"
"194",2023,0.10344,0.113592,2303.14,137.23,238.237,261.618,453.943,696.564,1,0.119031,0.0822373,175.373,198.766,-9,"retro"
"195",2024,0.10344,0.113592,2281.52,137.23,236.001,259.162,453.943,700.027,1,0.137979,0.0992488,176.823,198.38,-9,"retro"
"196",2025,0.10344,0.113592,2419.3,137.23,250.253,274.813,453.943,713.549,1,0.154483,0.123712,175.69,195.319,-9,"retro"
"197",2026,0.10344,0.113592,2618.57,137.23,270.866,297.449,453.943,726.382,1,0.16585,0.151032,175.78,194.161,-9,"retro"
"198",2027,0.10344,0.113592,2843.02,137.23,294.083,322.944,453.943,739.351,1,0.175753,0.176496,182.782,201.568,-9,"retro"
